,Address
15627,"2100 IVY RD, Charlottesville VA"
15628,"300 CARLTON RD, Charlottesville VA"
15629,"2300 CRESTMONT AVE, Charlottesville VA"
15630,"2200 GREENBRIER DR, Charlottesville VA"
15631,"600 CHERRY AVE, Charlottesville VA"
15632,"1600 MERIDIAN ST, Charlottesville VA"
15633,"200 E MAIN ST, Charlottesville VA"
15634,"800 HINTON AVE, Charlottesville VA"
15635,"1000 PRESTON AVE, Charlottesville VA"
15636,"300 CARLTON RD, Charlottesville VA"
15637,"900 EMMET ST N, Charlottesville VA"
15638,"600 MADISON AVE, Charlottesville VA"
15639,"1600 EMMET ST N, Charlottesville VA"
15640,"700 RIDGE ST, Charlottesville VA"
15641,"700 E MAIN ST, Charlottesville VA"
15642,"600 E MARKET ST, Charlottesville VA"
15643,"100 W WATER ST, Charlottesville VA"
15644,"1700 JEFFERSON PARK AVE, Charlottesville VA"
15645,"1500 VIRGINIA AVE, Charlottesville VA"
15646,"800 AVON ST, Charlottesville VA"
15647,"800 E MARKET ST, Charlottesville VA"
15648,"1900 EMMET ST N, Charlottesville VA"
15649,"2900 IVY RD, Charlottesville VA"
15650,"300 W MAIN ST, Charlottesville VA"
15651,"600 E MARKET ST, Charlottesville VA"
15652,"1100 5TH ST, Charlottesville VA"
15653,"700 PROSPECT AVE, Charlottesville VA"
15654,"600 E MARKET ST, Charlottesville VA"
15655,"1000 LOCUST AVE, Charlottesville VA"
15656,"1400 EMMET ST N, Charlottesville VA"
15657,"200 RIDGE MCINTIRE RD, Charlottesville VA"
15658,"400 GARRETT ST, Charlottesville VA"
15659,"1100 5TH ST EXT, Charlottesville VA"
15660,"1100 5TH ST EXT, Charlottesville VA"
15661,"1100 5TH ST SW, Charlottesville VA"
15662,"1800 HYDRAULIC RD, Charlottesville VA"
15663,"400 GARRETT ST, Charlottesville VA"
15664,"600 E MARKET ST, Charlottesville VA"
15665,"600 E MARKET ST, Charlottesville VA"
15666,"600 E MARKET ST, Charlottesville VA"
15667,"800 CHERRY AVE, Charlottesville VA"
15668,"1800 JEFFERSON PARK AVE, Charlottesville VA"
15669,"900 W MAIN ST, Charlottesville VA"
15670,"1600 MONTICELLO AVE, Charlottesville VA"
15671,"100 W MARKET ST, Charlottesville VA"
15672,"1500 E MARKET ST, Charlottesville VA"
15673,"1100 5TH ST SW, Charlottesville VA"
15674,"300 W MAIN ST, Charlottesville VA"
15675,"800 W MAIN ST, Charlottesville VA"
15676,"1300 JOHN ST, Charlottesville VA"
15677,"300 10TH ST NW, Charlottesville VA"
15678,"200 RIDGE ST, Charlottesville VA"
15679,"1200 MONTICELLO RD, Charlottesville VA"
15680,"800 ORANGEDALE AVE, Charlottesville VA"
15681,"300 14TH ST NW, Charlottesville VA"
15682,"600 E MARKET ST, Charlottesville VA"
15683,"4000 CITY WALK WAY, Charlottesville VA"
15684,"1400 EMMET ST N, Charlottesville VA"
15685,"1000 BELMONT AVE, Charlottesville VA"
15686,"600 E MARKET ST, Charlottesville VA"
15687,"200 E MARKET ST, Charlottesville VA"
15688,"1800 JEFFERSON PARK AVE, Charlottesville VA"
15689,"2300 FONTAINE AVE, Charlottesville VA"
15690,"1700 JEFFERSON PARK AVE, Charlottesville VA"
15691,"1400 MELBOURNE RD, Charlottesville VA"
15692,"100 E MARKET ST, Charlottesville VA"
15693,"900 HENRY AVE, Charlottesville VA"
15694,"700 PROSPECT AVE, Charlottesville VA"
15695,"700 PROSPECT AVE, Charlottesville VA"
15696,"200 5TH ST SW, Charlottesville VA"
15697,"1200 HOLMES AVE, Charlottesville VA"
15698,"100 E MARKET ST, Charlottesville VA"
15699," HAMMOND ST, Charlottesville VA"
15700,"200 W WATER ST, Charlottesville VA"
15701,"1700 YORKTOWN DR, Charlottesville VA"
15702,"300 15TH ST NW, Charlottesville VA"
15703,"400 RIDGE MCINTIRE RD, Charlottesville VA"
15704,"100 14TH ST NW, Charlottesville VA"
15705,"200 5TH ST NW, Charlottesville VA"
15706,"1400 SUNRISE PARK LN, Charlottesville VA"
15707,"1100 EMMET ST N, Charlottesville VA"
15708,"500 RUGBY RD, Charlottesville VA"
15709,"1900 EMMET ST N, Charlottesville VA"
15710,"600 LOCUST AVE, Charlottesville VA"
15711,"1400 MELBOURNE RD, Charlottesville VA"
15712,"800 VALLEY VIEW CIR, Charlottesville VA"
15713,"1300 RIVERDALE DR, Charlottesville VA"
15714,"600 MADISON AVE, Charlottesville VA"
15715,"300 CAROLINE AVE, Charlottesville VA"
15716,"1500 CHERRY AVE, Charlottesville VA"
15717,"1600 MERIDIAN ST, Charlottesville VA"
15718,"100 E MAIN ST, Charlottesville VA"
15719,"1100 PRESTON AVE, Charlottesville VA"
15720,"300 E MARKET ST, Charlottesville VA"
15721,"1100 5TH ST SW, Charlottesville VA"
15722,"300 GREENBRIER DR, Charlottesville VA"
15723,"600 HINTON AVE, Charlottesville VA"
15724,"200 W MARKET ST, Charlottesville VA"
15725,"500 CAROLINE AVE, Charlottesville VA"
15726,"400 RIDGE ST, Charlottesville VA"
15727,"400 RIDGE ST, Charlottesville VA"
15728,"400 W MAIN ST, Charlottesville VA"
15729,"1000 KING ST, Charlottesville VA"
15730,"100 MONTICELLO AVE, Charlottesville VA"
15731,"1000 CHERRY AVE, Charlottesville VA"
15732,"2000 ABBEY RD, Charlottesville VA"
15733,"200 14TH ST NW, Charlottesville VA"
15734,"1300 CARLTON AVE, Charlottesville VA"
15735,"300 4TH ST NW, Charlottesville VA"
15736,"400 E JEFFERSON ST, Charlottesville VA"
15737,"400 4TH ST NW, Charlottesville VA"
15738,"400 E JEFFERSON ST, Charlottesville VA"
15739,"1400 MELBOURNE RD, Charlottesville VA"
15740,"300 RIVERSIDE AVE, Charlottesville VA"
15741,"1900 EMMET ST N, Charlottesville VA"
15742,"900 MONTICELLO RD, Charlottesville VA"
15743,"200 SHAMROCK RD, Charlottesville VA"
15744,"1800 JEFFERSON PARK AVE, Charlottesville VA"
15745,"2100 BARRACKS RD, Charlottesville VA"
15746,"800 NASSAU ST, Charlottesville VA"
15747,"900 CHERRY AVE, Charlottesville VA"
15748,"400 GARRETT ST, Charlottesville VA"
15749,"1300 W MAIN ST, Charlottesville VA"
15750,"900 2ND ST SE, Charlottesville VA"
15751,"800 ANDERSON ST, Charlottesville VA"
15752,"300 OLD LYNCHBURG RD, Charlottesville VA"
15753,"100 W MARKET ST, Charlottesville VA"
15754,"1300 CARLTON AVE, Charlottesville VA"
15755,"400 14TH ST NW, Charlottesville VA"
15756,"300 15TH ST NW, Charlottesville VA"
15757,"1000 ELLIOTT AVE, Charlottesville VA"
15758,"100 E MARKET ST, Charlottesville VA"
15759,"1400 MELBOURNE RD, Charlottesville VA"
15760,"700 ST CHARLES AVE, Charlottesville VA"
15761,"200 4TH ST NW, Charlottesville VA"
15762,"600 E WATER ST, Charlottesville VA"
15763,"1800 HYDRAULIC RD, Charlottesville VA"
15764,"1100 ROSE HILL DR, Charlottesville VA"
15765,"500 NASSAU ST, Charlottesville VA"
15766,"900 E JEFFERSON ST, Charlottesville VA"
15767,"1100 E HIGH ST, Charlottesville VA"
15768,"100 LONGWOOD DR, Charlottesville VA"
15769,"300 4TH ST NE, Charlottesville VA"
15770,"1000 CHERRY AVE, Charlottesville VA"
15771,"600 E MARKET ST, Charlottesville VA"
15772,"800 CHERRY AVE, Charlottesville VA"
15773,"1600 UNIVERSITY AVE, Charlottesville VA"
15774,"2500 KERRY LN, Charlottesville VA"
15775,"700 CARGIL LN, Charlottesville VA"
15776,"400 E MARKET ST, Charlottesville VA"
15777,"1400 MELBOURNE RD, Charlottesville VA"
15778,"2500 JEFFERSON PARK AVE, Charlottesville VA"
15779,"1500 DAIRY RD, Charlottesville VA"
15780,"1400 MELBOURNE RD, Charlottesville VA"
15781,"500 E JEFFERSON ST, Charlottesville VA"
15782,"800 EMMET ST N, Charlottesville VA"
15783,"200 DICE ST, Charlottesville VA"
15784,"1100 5TH ST SW, Charlottesville VA"
15785,"200 14TH ST NW, Charlottesville VA"
15786,"1400 MELBOURNE RD, Charlottesville VA"
15787,"1400 MELBOURNE RD, Charlottesville VA"
15788,"800 CHERRY AVE, Charlottesville VA"
15789,"600 E MARKET ST, Charlottesville VA"
15790,"700 PROSPECT AVE, Charlottesville VA"
15791,"1500 6TH ST SE, Charlottesville VA"
15792,"800 W MAIN ST, Charlottesville VA"
15793,"200 8TH ST NW, Charlottesville VA"
15794," UNIVERSITY AVE, Charlottesville VA"
15795,"1200 PRESTON AVE, Charlottesville VA"
15796,"1600 EMMET ST N, Charlottesville VA"
15797,"800 PARK ST, Charlottesville VA"
15798,"300 QUARRY RD, Charlottesville VA"
15799,"100 MADISON LN, Charlottesville VA"
15800,"1300 RIVERDALE DR, Charlottesville VA"
15801,"100 250 BYPASS, Charlottesville VA"
15802,"1400 14TH ST NW, Charlottesville VA"
15803," UVA ER, Charlottesville VA"
15804,"200 E MAIN ST, Charlottesville VA"
15805,"200 W WATER ST, Charlottesville VA"
15806,"500 NASSAU ST, Charlottesville VA"
15807,"700 AVON ST, Charlottesville VA"
15808," JEFFERSON PARK AVE, Charlottesville VA"
15809,"100 2ND ST NE, Charlottesville VA"
15810," MAYWOOD & JEFFERSON PARK AVE, Charlottesville VA"
15811,"200 E JEFFERSON ST, Charlottesville VA"
15812," 11TH ST NW AND GRADY, Charlottesville VA"
15813,"1700 HYDRAULIC RD, Charlottesville VA"
15814,"900 EMMET ST N, Charlottesville VA"
15815,"1700 HYDRAULIC RD, Charlottesville VA"
15816," UNIVERSITY CIR, Charlottesville VA"
15817,"2000 IVY RD, Charlottesville VA"
15818,"1900 JEFFERSON PARK AVE, Charlottesville VA"
15819,"1900 JEFFERSON PARK AVE, Charlottesville VA"
15820,"1900 JEFFERSON PARK AVE, Charlottesville VA"
15821,"1900 JEFFERSON PARK AVE, Charlottesville VA"
15822,"1900 JEFFERSON PARK AVE, Charlottesville VA"
15823,"100 APPLETREE RD, Charlottesville VA"
15824,"400 ALTAMONT CIR, Charlottesville VA"
15825," 7 1/2 ST SW, Charlottesville VA"
15826,"100 14TH ST NW, Charlottesville VA"
15827,"1500 CHERRY AVE, Charlottesville VA"
15828,"500 MEADE AVE, Charlottesville VA"
15829,"800 W MAIN ST, Charlottesville VA"
15830,"800 FOREST ST, Charlottesville VA"
15831,"600 E MARKET ST, Charlottesville VA"
15832,"400 250 BYPASS, Charlottesville VA"
15833,"1200 GRADY AVE, Charlottesville VA"
15834,"1400 VINE ST, Charlottesville VA"
15835,"100 1ST ST S, Charlottesville VA"
15836,"500 E MARKET ST, Charlottesville VA"
15837,"1500 ROSA TER, Charlottesville VA"
15838,"1400 EMMET ST N, Charlottesville VA"
15839,"500 W MAIN ST, Charlottesville VA"
15840,"700 PROSPECT AVE, Charlottesville VA"
15841,"100 W MAIN ST, Charlottesville VA"
15842,"200 E MARKET ST, Charlottesville VA"
15843,"1200 JOHN ST, Charlottesville VA"
15844,"900 ROUGEMONT AVE, Charlottesville VA"
15845,"1900 EMMET ST N, Charlottesville VA"
15846,"2300 PRICE AVE, Charlottesville VA"
15847,"300 10TH ST NW, Charlottesville VA"
15848,"100 LANKFORD AVE, Charlottesville VA"
15849,"1300 CARLTON AVE, Charlottesville VA"
15850,"600 RUGBY RD, Charlottesville VA"
15851,"600 E MARKET ST, Charlottesville VA"
15852,"1500 GORDON AVE, Charlottesville VA"
15853,"1100 EMMET ST N, Charlottesville VA"
15854,"200 1ST ST N, Charlottesville VA"
15855,"1400 HAMPTON ST, Charlottesville VA"
15856,"400 OAKMONT ST, Charlottesville VA"
15857,"500 MERIDIAN ST, Charlottesville VA"
15858,"500 PARK ST, Charlottesville VA"
15859,"700 HIGHLAND AVE, Charlottesville VA"
15860,"700 PROSPECT AVE, Charlottesville VA"
15861,"4000 CITY WALK WAY, Charlottesville VA"
15862,"900 2ND ST, Charlottesville VA"
15863,"700 PRESTON AVE, Charlottesville VA"
15864,"500 PARK ST, Charlottesville VA"
15865,"1900 EMMET ST N, Charlottesville VA"
15866,"1000 5TH ST SW, Charlottesville VA"
15867,"1700 EMMET ST N, Charlottesville VA"
15868,"1400 MELBOURNE RD, Charlottesville VA"
15869,"1200 PARK ST, Charlottesville VA"
15870,"1100 FOREST HILLS AVE, Charlottesville VA"
15871,"100 W MARKET ST, Charlottesville VA"
15872,"200 E MAIN ST, Charlottesville VA"
15873,"200 STRIBLING AVE, Charlottesville VA"
15874,"100 2ND ST NW, Charlottesville VA"
15875,"1600 KENWOOD LN, Charlottesville VA"
15876,"2000 JEFFERSON PARK AVE, Charlottesville VA"
15877,"100 LANKFORD AVE, Charlottesville VA"
15878,"900 1ST ST S, Charlottesville VA"
15879,"1400 MELBOURNE RD, Charlottesville VA"
15880,"600 9TH ST SW, Charlottesville VA"
15881,"1100 HOLMES AVE, Charlottesville VA"
15882,"1400 MELBOURNE RD, Charlottesville VA"
15883,"500 PARK ST, Charlottesville VA"
15884,"500 ROUGEMONT AVE, Charlottesville VA"
15885,"700 PARK ST, Charlottesville VA"
15886,"900 ST CHARLES AVE, Charlottesville VA"
15887,"100 AVON ST, Charlottesville VA"
15888,"700 ANDERSON ST, Charlottesville VA"
15889,"800 E MARKET ST, Charlottesville VA"
15890,"400 W MAIN ST, Charlottesville VA"
15891,"200 8TH ST NW, Charlottesville VA"
15892,"600 HINTON AVE, Charlottesville VA"
15893,"1400 WERTLAND ST, Charlottesville VA"
15894,"1400 HAMPTON ST, Charlottesville VA"
15895,"1400 HAMPTON ST, Charlottesville VA"
15896,"500 PARK ST, Charlottesville VA"
15897,"500 PARK ST, Charlottesville VA"
15898,"200 5TH ST SW, Charlottesville VA"
15899,"1500 OXFORD RD, Charlottesville VA"
15900,"1700 MONTICELLO RD, Charlottesville VA"
15901,"2700 MCELROY DR, Charlottesville VA"
15902,"600 E MAIN ST, Charlottesville VA"
15903,"100 FRANKLIN ST, Charlottesville VA"
15904,"1900 STADIUM RD, Charlottesville VA"
15905,"2700 MCELROY DR, Charlottesville VA"
15906,"200 W WATER ST, Charlottesville VA"
15907,"700 PROSPECT AVE, Charlottesville VA"
15908,"1100 EMMET ST N, Charlottesville VA"
15909,"600 ROCK CREEK RD, Charlottesville VA"
15910,"1600 JEFFERSON PARK AVE, Charlottesville VA"
15911,"600 E MARKET ST, Charlottesville VA"
15912,"1400 HAMPTON ST, Charlottesville VA"
15913,"1400 HAMPTON ST, Charlottesville VA"
15914,"1500 OXFORD RD, Charlottesville VA"
15915,"500 PARK ST, Charlottesville VA"
15916,"500 PARK ST, Charlottesville VA"
15917,"1400 HAMPTON ST, Charlottesville VA"
15918,"1900 EMMET ST N, Charlottesville VA"
15919,"200 CAMELIA DR, Charlottesville VA"
15920,"1500 6TH ST SE, Charlottesville VA"
15921,"500 PATON ST, Charlottesville VA"
15922,"900 WEST ST, Charlottesville VA"
15923,"300 5TH ST SW, Charlottesville VA"
15924,"100 MORTON LN, Charlottesville VA"
15925,"1400 HAMPTON ST, Charlottesville VA"
15926,"1400 HAMPTON ST, Charlottesville VA"
15927,"500 PARK ST, Charlottesville VA"
15928,"500 PARK ST, Charlottesville VA"
15929,"1400 HAMPTON ST, Charlottesville VA"
15930,"1500 MONTICELLO RD, Charlottesville VA"
15931,"100 WESTERLY AVE, Charlottesville VA"
15932,"500 PARK ST, Charlottesville VA"
15933,"700 PROSPECT AVE, Charlottesville VA"
15934,"800 HARDY DR, Charlottesville VA"
15935,"500 PARK ST, Charlottesville VA"
15936,"300 RIVERSIDE AVE, Charlottesville VA"
15937,"1600 UNIVERSITY AVE, Charlottesville VA"
15938,"100 W MARKET ST, Charlottesville VA"
15939,"800 CABELL AVE, Charlottesville VA"
15940,"200 E MAIN ST, Charlottesville VA"
15941,"1400 HAMPTON ST, Charlottesville VA"
15942,"500 ROUGEMONT AVE, Charlottesville VA"
15943,"1500 UNIVERSITY AVE, Charlottesville VA"
15944,"1400 SUNRISE PARK LN, Charlottesville VA"
15945,"600 E MARKET ST, Charlottesville VA"
15946,"800 HARDY DR, Charlottesville VA"
15947,"1400 HAMPTON ST, Charlottesville VA"
15948,"1400 HAMPTON ST, Charlottesville VA"
15949,"1000 5TH ST SW, Charlottesville VA"
15950,"900 EMMET ST, Charlottesville VA"
15951,"900 EMMET ST, Charlottesville VA"
15952,"1000 RIO RD E, Charlottesville VA"
15953,"500 12TH ST NW, Charlottesville VA"
15954,"500 PARK ST, Charlottesville VA"
15955,"500 PARK ST, Charlottesville VA"
15956,"2300 ANGUS RD, Charlottesville VA"
15957,"700 E HIGH ST, Charlottesville VA"
15958,"800 ELLIOTT AVE, Charlottesville VA"
15959,"800 W MAIN ST, Charlottesville VA"
15960,"700 PROSPECT AVE, Charlottesville VA"
15961,"1200 EMMET ST N, Charlottesville VA"
15962,"500 PARK ST, Charlottesville VA"
15963,"100 WASHINGTON AVE, Charlottesville VA"
15964,"1400 UNIVERSITY AVE, Charlottesville VA"
15965,"200 1ST ST S, Charlottesville VA"
15966,"1200 WERTLAND ST, Charlottesville VA"
15967,"2000 HOLIDAY DR, Charlottesville VA"
15968,"100 3RD ST SE, Charlottesville VA"
15969,"100 MONTICELLO AVE, Charlottesville VA"
15970,"500 RIDGE ST, Charlottesville VA"
15971,"1300 CARLTON AVE, Charlottesville VA"
15972,"400 RUGBY RD, Charlottesville VA"
15973,"500 PARK ST, Charlottesville VA"
15974,"500 PARK ST, Charlottesville VA"
15975,"500 PARK ST, Charlottesville VA"
15976,"1100 5TH ST SW, Charlottesville VA"
15977,"1500 GRADY AVE, Charlottesville VA"
15978,"600 E MARKET ST, Charlottesville VA"
15979,"1300 CARLTON AVE, Charlottesville VA"
15980,"200 BURNET ST, Charlottesville VA"
15981,"600 E MARKET ST, Charlottesville VA"
15982,"1600 5TH ST, Charlottesville VA"
15983,"200 5TH ST, Charlottesville VA"
15984,"300 E JEFFERSON ST, Charlottesville VA"
15985,"900 WEST ST, Charlottesville VA"
15986,"1600 EMMET ST N, Charlottesville VA"
15987,"500 W MAIN ST, Charlottesville VA"
15988,"400 RIDGE MCINTIRE RD, Charlottesville VA"
15989,"2200 NORTH BERKSHIRE RD, Charlottesville VA"
15990,"900 1ST ST S, Charlottesville VA"
15991,"1400 MELBOURNE RD, Charlottesville VA"
15992,"100 ROOSEVELT BROWN BLVD, Charlottesville VA"
15993,"1300 JEFFERSON PARK AVE, Charlottesville VA"
15994,"1200 EMMET ST N, Charlottesville VA"
15995,"1400 MELBOURNE RD, Charlottesville VA"
15996,"1000 CHERRY AVE, Charlottesville VA"
15997,"500 RUGBY RD, Charlottesville VA"
15998,"100 WELK PL, Charlottesville VA"
15999,"600 BELMONT AVE, Charlottesville VA"
16000,"1000 LINDEN AVE, Charlottesville VA"
16001,"800 RAINIER RD, Charlottesville VA"
16002,"600 E MARKET ST, Charlottesville VA"
16003,"800 CHERRY AVE, Charlottesville VA"
16004,"700 RIDGE ST, Charlottesville VA"
16005,"100 LANKFORD AVE, Charlottesville VA"
16006,"800 CHERRY AVE, Charlottesville VA"
16007,"1000 GROVE ST, Charlottesville VA"
16008,"1700 JEFFERSON PARK AVE, Charlottesville VA"
16009,"100 LANKFORD AVE, Charlottesville VA"
16010,"500 PARK ST, Charlottesville VA"
16011,"1400 HAMPTON ST, Charlottesville VA"
16012,"300 CARLTON AVE, Charlottesville VA"
16013,"600 E WATER ST, Charlottesville VA"
16014,"1400 HAMPTON ST, Charlottesville VA"
16015,"1400 HAMPTON ST, Charlottesville VA"
16016,"300 VALLEY RD EXT, Charlottesville VA"
16017,"400 UNIVERSITY CIR, Charlottesville VA"
16018,"500 PARK ST, Charlottesville VA"
16019,"500 PARK ST, Charlottesville VA"
16020,"500 PARK ST, Charlottesville VA"
16021,"100 APPLETREE RD, Charlottesville VA"
16022,"100 PERRY DR, Charlottesville VA"
16023,"1400 MELBOURNE RD, Charlottesville VA"
16024,"500 PRESTON AVE, Charlottesville VA"
16025,"600 E MARKET ST, Charlottesville VA"
16026,"100 W MARKET ST, Charlottesville VA"
16027,"1500 E HIGH ST, Charlottesville VA"
16028,"1400 MELBOURNE RD, Charlottesville VA"
16029,"1500 SHORT 18TH ST, Charlottesville VA"
16030,"300 HUNTLEY AVE, Charlottesville VA"
16031,"800 STONEHENGE AVE, Charlottesville VA"
16032,"100 MORGAN CT, Charlottesville VA"
16033,"700 PROSPECT AVE, Charlottesville VA"
16034,"700 CHERRY AVE, Charlottesville VA"
16035,"300 14TH ST NW, Charlottesville VA"
16036,"1800 UNIVERSITY CIR, Charlottesville VA"
16037,"500 PARK ST, Charlottesville VA"
16038,"500 PARK ST, Charlottesville VA"
16039,"300 15TH ST NW, Charlottesville VA"
16040,"600 UNIVERSITY WAY, Charlottesville VA"
16041,"100 MADISON LN, Charlottesville VA"
16042,"1900 LEWIS MOUNTAIN RD, Charlottesville VA"
16043,"1200 JOHN ST, Charlottesville VA"
16044,"2500 NAYLOR ST, Charlottesville VA"
16045,"500 STEWART ST, Charlottesville VA"
16046,"500 STEWART ST, Charlottesville VA"
16047,"100 BURNET ST, Charlottesville VA"
16048,"1200 CEDARS CT, Charlottesville VA"
16049,"600 MASON ST, Charlottesville VA"
16050,"1500 E MARKET ST, Charlottesville VA"
16051,"100 W MAIN ST, Charlottesville VA"
16052,"1500 AVON ST EXT, Charlottesville VA"
16053,"1800 LAMBETH LN, Charlottesville VA"
16054,"900 PAGE ST, Charlottesville VA"
16055,"900 CHARLTON AVE, Charlottesville VA"
16056,"400 AVON ST, Charlottesville VA"
16057,"2000 IVY RD, Charlottesville VA"
16058,"2100 BARRACKS RD, Charlottesville VA"
16059,"1500 AMHERST ST, Charlottesville VA"
16060,"900 1ST ST S, Charlottesville VA"
16061,"2200 ANGUS RD, Charlottesville VA"
16062,"2000 MICHIE DR, Charlottesville VA"
16063,"1900 EMMET ST N, Charlottesville VA"
16064,"300 11TH ST NW, Charlottesville VA"
16065,"1900 EMMET ST N, Charlottesville VA"
16066,"100 5TH ST NE, Charlottesville VA"
16067,"1900 EMMET ST N, Charlottesville VA"
16068,"2100 MICHIE DR, Charlottesville VA"
16069,"1800 UNIVERSITY AVE, Charlottesville VA"
16070,"1800 UNIVERSITY CIR, Charlottesville VA"
16071,"700 ORANGEDALE AVE, Charlottesville VA"
16072," HOMESTEAD PLACE, Charlottesville VA"
16073,"600 E MAIN ST, Charlottesville VA"
16074,"800 HARDY DR, Charlottesville VA"
16075,"1500 ANTOINETTE AVE, Charlottesville VA"
16076,"1200 EMMET ST N, Charlottesville VA"
16077,"2200 ANGUS RD, Charlottesville VA"
16078,"2100 MICHIE DR, Charlottesville VA"
16079," GILDERSLEEVE WOOD, Charlottesville VA"
16080,"1600 MONTICELLO AVE, Charlottesville VA"
16081,"1600 MONTICELLO AVE, Charlottesville VA"
16082,"1000 EMMET ST N, Charlottesville VA"
16083,"1200 EMMET ST, Charlottesville VA"
16084,"200 WATER ST, Charlottesville VA"
16085,"700 ORANGEDALE AVE, Charlottesville VA"
16086,"1600 EMMET ST N, Charlottesville VA"
16087,"800 PRESTON AVE, Charlottesville VA"
16088,"200 FAIRWAY AVE, Charlottesville VA"
16089,"600 MADISON AVE, Charlottesville VA"
16090,"1000 EMMET ST, Charlottesville VA"
16091,"400 PARK ST, Charlottesville VA"
16092,"1100 5TH ST SW, Charlottesville VA"
16093,"1400 WESTWOOD RD, Charlottesville VA"
16094,"500 W MAIN ST, Charlottesville VA"
16095,"1600 6TH ST SE, Charlottesville VA"
16096,"1000 CHERRY AVE, Charlottesville VA"
16097,"700 ROCKLAND AVE, Charlottesville VA"
16098,"1100 CHERRY AVE, Charlottesville VA"
16099,"100 MADISON LN, Charlottesville VA"
16100,"400 ALTAMONT CIR, Charlottesville VA"
16101,"100 7TH ST NE, Charlottesville VA"
16102,"1300 GORDON AVE, Charlottesville VA"
16103,"1000 HOLMES AVE, Charlottesville VA"
16104,"1500 UNIVERSITY AVE, Charlottesville VA"
16105," LATROBE CT, Charlottesville VA"
16106,"1100 W MAIN ST, Charlottesville VA"
16107,"1900 IVY RD, Charlottesville VA"
16108,"900 RIVES ST, Charlottesville VA"
16109,"2100 ARLINGTON BLVD, Charlottesville VA"
16110,"600 MADISON AVE, Charlottesville VA"
16111,"1000 RIDGE ST, Charlottesville VA"
16112,"1000 RIDGE ST, Charlottesville VA"
16113,"1000 MONTROSE AVE, Charlottesville VA"
16114,"600 250 BYPASS, Charlottesville VA"
16115," BARRACKS RD / EMMET ST N, Charlottesville VA"
16116,"1200 LEE ST, Charlottesville VA"
16117,"2800 250 BYPASS, Charlottesville VA"
16118,"800 W MAIN ST, Charlottesville VA"
16119,"800 W MAIN ST, Charlottesville VA"
16120,"900 1ST ST S, Charlottesville VA"
16121,"1400 E HIGH ST, Charlottesville VA"
16122,"1600 6TH ST SE, Charlottesville VA"
16123,"2200 BRANDYWINE DR, Charlottesville VA"
16124,"1200 W MAIN ST, Charlottesville VA"
16125,"1400 HAMPTON ST, Charlottesville VA"
16126,"500 PARK ST, Charlottesville VA"
16127,"200 14TH ST NW, Charlottesville VA"
16128,"700 WALKER SQ, Charlottesville VA"
16129,"1100 EMMET ST N, Charlottesville VA"
16130,"1800 JEFFERSON PARK AVE, Charlottesville VA"
16131,"100 2ND ST NW, Charlottesville VA"
16132,"2000 JEFFERSON PARK AVE, Charlottesville VA"
16133,"2000 JEFFERSON PARK AVE, Charlottesville VA"
16134,"1900 JEFFERSON PARK AVE, Charlottesville VA"
16135,"1900 JEFFERSON PARK AVE, Charlottesville VA"
16136,"1900 JEFFERSON PARK AVE, Charlottesville VA"
16137,"1900 JEFFERSON PARK AVE, Charlottesville VA"
16138,"1900 JEFFERSON PARK AVE, Charlottesville VA"
16139,"1900 JEFFERSON PARK AVE, Charlottesville VA"
16140,"2300 FONTAINE AVE, Charlottesville VA"
16141,"500 BAILEY RD, Charlottesville VA"
16142,"200 WATER ST, Charlottesville VA"
16143,"100 LANKFORD AVE, Charlottesville VA"
16144,"400 COMMERCE ST, Charlottesville VA"
16145,"300 4TH ST SE, Charlottesville VA"
16146,"100 W WATER ST, Charlottesville VA"
16147,"500 PARK ST, Charlottesville VA"
16148,"600 E MARKET ST, Charlottesville VA"
16149,"100 W WATER ST, Charlottesville VA"
16150,"100 W WATER ST, Charlottesville VA"
16151,"1400 HAMPTON ST, Charlottesville VA"
16152,"1400 HAZEL ST, Charlottesville VA"
16153,"600 E MARKET ST, Charlottesville VA"
16154,"1200 LEE ST, Charlottesville VA"
16155,"1700 JEFFERSON PARK AVE, Charlottesville VA"
16156,"300 10 1/2 ST NW, Charlottesville VA"
16157,"100 EMMET ST S, Charlottesville VA"
16158,"500 ROCKLAND AVE, Charlottesville VA"
16159,"1000 SAMUEL MILLER LOOP, Charlottesville VA"
16160,"100 12 1/2 ST NW, Charlottesville VA"
16161,"600 E MAIN ST, Charlottesville VA"
16162,"1100 MONTICELLO RD, Charlottesville VA"
16163,"400 MCINTIRE RD, Charlottesville VA"
16164,"600 E MARKET ST, Charlottesville VA"
16165,"800 PRESTON AVE, Charlottesville VA"
16166,"1100 5TH ST SW, Charlottesville VA"
16167,"1400 UNIVERSITY AVE, Charlottesville VA"
16168,"1400 E HIGH ST, Charlottesville VA"
16169,"1500 DAIRY RD, Charlottesville VA"
16170,"700 MADISON AVE, Charlottesville VA"
16171,"700 NASSAU ST, Charlottesville VA"
16172,"700 MADISON, Charlottesville VA"
16173,"500 PARK ST, Charlottesville VA"
16174,"900 PRESTON AVE, Charlottesville VA"
16175,"1800 MONTICELLO AVE, Charlottesville VA"
16176,"900 E JEFFERSON ST, Charlottesville VA"
16177,"600 RAINIER RD, Charlottesville VA"
16178,"200 RIDGE ST, Charlottesville VA"
16179,"400 GARRETT ST, Charlottesville VA"
