,Address
9213,"1600 AVON ST, Charlottesville VA"
9214,"1600 AVON ST, Charlottesville VA"
9215,"1610 AVON ST, Charlottesville VA"
9216,"144 HESSIAN HILLS CIR S, Charlottesville VA"
9217,"1610 AVON ST EXT, Charlottesville VA"
9218,"946 GRADY AVE, Charlottesville VA"
9219,"946 GRADY AVE, Charlottesville VA"
9220,"946 GRADY AVE, Charlottesville VA"
9221,"946 GRADY AVE, Charlottesville VA"
9222,"946 GRADY AVE, Charlottesville VA"
9223,"946 GRADY AVE, Charlottesville VA"
9224,"995 5TH ST SW, Charlottesville VA"
9225,"995 5TH ST SW, Charlottesville VA"
9226,"995 5TH ST SW, Charlottesville VA"
9227,"160 PEREGORY LANE, Charlottesville VA"
9228,"109 W MAIN ST, Charlottesville VA"
9229,"61 SE WATER ST, Charlottesville VA"
9230,"1412 SHORT 18TH ST, Charlottesville VA"
9231,"1412 SHORT 18TH ST, Charlottesville VA"
9232,"1412 SHORT 18TH ST, Charlottesville VA"
9233,"1412 SHORT 18TH ST, Charlottesville VA"
9234,"1412 SHORT 18TH ST, Charlottesville VA"
9235,"1412 SHORT 18TH ST, Charlottesville VA"
9236,"1412 SHORT 18TH ST, Charlottesville VA"
9237,"1412 SHORT 18TH ST, Charlottesville VA"
9238,"1414 SHORT 18TH ST A, Charlottesville VA"
9239,"1414 SHORT 18TH ST A, Charlottesville VA"
9240,"1414 SHORT 18TH ST A, Charlottesville VA"
9241,"1414 SHORT 18TH ST A, Charlottesville VA"
9242,"1414 SHORT 18TH ST A, Charlottesville VA"
9243,"1414 SHORT 18TH ST A, Charlottesville VA"
9244,"1414 SHORT 18TH ST A, Charlottesville VA"
9245,"160 PEREGORY LN, Charlottesville VA"
9246,"160 PEREGORY LN, Charlottesville VA"
9247,"160 PEREGORY LN, Charlottesville VA"
9248,"511 12TH ST NW, Charlottesville VA"
9249,"1800 JEFFERSON PARK AVE, Charlottesville VA"
9250,"1800 JEFFERSON PARK AVE, Charlottesville VA"
9251,"1800 JEFFERSON PARK AVE, Charlottesville VA"
9252,"1215 LEE ST, Charlottesville VA"
9253,"160 PEREGORY LN, Charlottesville VA"
9254,"1159 EMMET ST N, Charlottesville VA"
9255," STAFFORD CO SHERIFF`S OFC, Charlottesville VA"
9256,"1324 RIVERDALE DR B, Charlottesville VA"
9257,"315 E HIGH ST, Charlottesville VA"
9258,"606 E MARKET ST, Charlottesville VA"
9259,"606 E MARKET ST, Charlottesville VA"
9260,"606 E MARKET ST, Charlottesville VA"
9261,"233 4TH ST NW, Charlottesville VA"
9262,"600 MASON ST, Charlottesville VA"
9263,
9264,"100 250 BYPASS, Charlottesville VA"
9265,"160 PEREGORY LN, Charlottesville VA"
9266,"160 PEREGORY LN, Charlottesville VA"
9267,"1500 GRADY AVE, Charlottesville VA"
9268,"108 HARTMILLS RD, Charlottesville VA"
9269,"108 HARTMILLS RD, Charlottesville VA"
9270,"108 HARTMILLS RD, Charlottesville VA"
9271,"102 14TH ST NW, Charlottesville VA"
9272," FLUVANNA CO SO, Charlottesville VA"
9273,"2100 JEFFERSON PARK AVE, Charlottesville VA"
9274,
9275,"160 PERGORY LANE, Charlottesville VA"
9276,"100 MONTICELLO AVE, Charlottesville VA"
9277,"100 MONTICELLO AVE, Charlottesville VA"
9278,"100 MONTICELLO AVE, Charlottesville VA"
9279,"100 MONTICELLO AVE, Charlottesville VA"
9280,"1221 E MARKET ST, Charlottesville VA"
9281,"910 RIVER RD, Charlottesville VA"
9282,
9283,"1000 LOCUST AVE, Charlottesville VA"
9284,
9285,"160 PEREGORY LN, Charlottesville VA"
9286,"160 PEREGORY LN, Charlottesville VA"
9287,"220 STRIBLING AVE, Charlottesville VA"
9288,"700 WATER ST, Charlottesville VA"
9289," 250 BYPASS, Charlottesville VA"
9290," HENRICO CO SHERIFF`S OFC, Charlottesville VA"
9291,"217 5TH ST, Charlottesville VA"
9292,"400 RUGBY RD, Charlottesville VA"
9293,"400 RUGBY RD, Charlottesville VA"
9294,"217 5TH ST SW, Charlottesville VA"
9295,"730 PROSPECT, Charlottesville VA"
9296,"730 PROSPECT, Charlottesville VA"
9297,"160 PERGORY LN, Charlottesville VA"
9298,"160 PEREGORY LN, Charlottesville VA"
9299,"160 PEREGORY LN, Charlottesville VA"
9300,"606 E MARKET ST, Charlottesville VA"
9301,"1712 JEFFERSON PARK AVE, Charlottesville VA"
9302," ORANGE CO SHERIFF`S OFC, Charlottesville VA"
9303,"1306 GROVE ST B, Charlottesville VA"
9304,
9305,
9306,
9307,"606 E MARKET ST, Charlottesville VA"
9308,"114 LANKFORD AEV, Charlottesville VA"
9309,"400 W MAIN ST, Charlottesville VA"
9310,"160 PEREGORY LN, Charlottesville VA"
9311,"632 RIDGE ST, Charlottesville VA"
9312,"632 RIDGE ST, Charlottesville VA"
9313,"632 RIDGE ST, Charlottesville VA"
9314," CVRJ, Charlottesville VA"
9315," CVRJ, Charlottesville VA"
9316," CVRJ, Charlottesville VA"
9317,"403 10TH ST NW B, Charlottesville VA"
9318,"1500 CHERRY AVE, Charlottesville VA"
9319,"606 E MARKET ST, Charlottesville VA"
9320,"606 E MARKET ST, Charlottesville VA"
9321,"900 BLOCK OF RIVES ST, Charlottesville VA"
9322,"900 BLOCK OF RIVES ST, Charlottesville VA"
9323,"900 BLOCK OF RIVES ST, Charlottesville VA"
9324,"900 BLOCK OF RIVES ST, Charlottesville VA"
9325,"528 RIDGE ST B, Charlottesville VA"
9326,"528 RIDGE ST B, Charlottesville VA"
9327,"528 RIDGE ST B, Charlottesville VA"
9328,"606 E MARKET ST, Charlottesville VA"
9329," FAIRFAX PD, Charlottesville VA"
9330," FAIRFAX PD, Charlottesville VA"
9331,"1102 PRESTON AVE, Charlottesville VA"
9332," FCSO, Charlottesville VA"
9333,"1500 CARLTON AVE 51, Charlottesville VA"
9334,"101 E MARKET ST, Charlottesville VA"
9335,"1355 ORCHARD DR, Charlottesville VA"
9336,"1355 ORCHARD DR, Charlottesville VA"
9337,
9338,"606 E MARKET ST, Charlottesville VA"
9339,
9340,
9341,"817 HARDY DR F, Charlottesville VA"
9342,"625 WEST MAIN ST, Charlottesville VA"
9343,"606 E MARKET, Charlottesville VA"
9344,"160 PEREGORY LN, Charlottesville VA"
9345,"160 PEREGORY LN, Charlottesville VA"
9346,"904 S 1ST ST, Charlottesville VA"
9347,"904 S 1ST ST, Charlottesville VA"
9348,"101 MELBOURNE PARK CIR C, Charlottesville VA"
9349,"606 E MARKET ST, Charlottesville VA"
9350,"750 HARRIS RD, Charlottesville VA"
9351,"725 WEST ST, Charlottesville VA"
9352,"1305 GRADY AVE, Charlottesville VA"
9353,"1305 GRADY AVE, Charlottesville VA"
9354,"1904 EMMET ST N, Charlottesville VA"
9355,"1904 EMMET ST N, Charlottesville VA"
9356,"606 E MARKET ST, Charlottesville VA"
9357,"1610 AVON ST EXT, Charlottesville VA"
9358,"1610 AVON ST EXT, Charlottesville VA"
9359,"215 ALBEMARLE ST, Charlottesville VA"
9360,"215 ALBEMARLE ST, Charlottesville VA"
9361,"1102 PRESTON AVE A, Charlottesville VA"
9362,"1102 PRESTON AVE A, Charlottesville VA"
9363,"261 COLONNADE DR 29, Charlottesville VA"
9364,"217 ROSSER AVE, Charlottesville VA"
9365,"217 ROSSER AVE, Charlottesville VA"
9366,"217 ROSSER AVE, Charlottesville VA"
9367,"1212 AUGUSTA ST, Charlottesville VA"
9368,"1212 AUGUSTA ST, Charlottesville VA"
9369,"1212 AUGUSTA ST, Charlottesville VA"
9370,"1212 AUGUSTA ST, Charlottesville VA"
9371,"501 E MAIN ST, Charlottesville VA"
9372,"500 W MAIN ST, Charlottesville VA"
9373,"500 W MAIN ST, Charlottesville VA"
9374,"606 E MARKET ST, Charlottesville VA"
9375,
9376,"1215 LEE STREET, Charlottesville VA"
9377,"827 CHERRY AVE, Charlottesville VA"
9378,"827 CHERRY AVE, Charlottesville VA"
9379,"827 CHERRY AVE, Charlottesville VA"
9380,"100 1ST ST S, Charlottesville VA"
9381,"1400 MONTICELLO RD, Charlottesville VA"
9382,"1400 MONTICELLO RD, Charlottesville VA"
9383,"1400 MONTICELLO RD, Charlottesville VA"
9384,"1400 MONTICELLO RD, Charlottesville VA"
9385,"411 E HIGH ST, Charlottesville VA"
9386,"411 E HIGH ST, Charlottesville VA"
9387,"764 PROSPECT AVE D, Charlottesville VA"
9388,"500 MONTICELLO AVE, Charlottesville VA"
9389,"160 PEREGORY LN, Charlottesville VA"
9390,"606 E MARKET ST, Charlottesville VA"
9391,"606 E MARKET ST, Charlottesville VA"
9392,"606 E MARKET ST, Charlottesville VA"
9393,"1610 AVON ST, Charlottesville VA"
9394,"1610 AVON ST, Charlottesville VA"
9395,"606 E MARKET ST, Charlottesville VA"
9396,"1225 BELLEVIEW AVE, Charlottesville VA"
9397,"606 E MARKET ST, Charlottesville VA"
9398,"208 E MAIN ST, Charlottesville VA"
9399,"750 HARRIS ST, Charlottesville VA"
9400,"606 E MARKET ST, Charlottesville VA"
9401,"500 E JEFFERSON ST, Charlottesville VA"
9402,"745 MADISON AVE, Charlottesville VA"
9403,"745 MADISON AVE, Charlottesville VA"
9404,"600 MASON ST, Charlottesville VA"
9405,"600 MASON ST, Charlottesville VA"
9406,"700 E MAIN ST, Charlottesville VA"
9407,"700 E MAIN ST, Charlottesville VA"
9408,"315 E HIGH ST, Charlottesville VA"
9409,"606 E MARKET ST, Charlottesville VA"
9410,"1600 AVON EXT, Charlottesville VA"
9411,"160 PEREGORY LN, Charlottesville VA"
9412,"160 PEREGORY LN, Charlottesville VA"
9413,"130 STRIBLING AVE A, Charlottesville VA"
9414,
9415,"600 CHERRY AVE, Charlottesville VA"
9416,"606 E MARKET ST, Charlottesville VA"
9417,"400 6TH ST SE, Charlottesville VA"
9418,"100 W MARKET ST, Charlottesville VA"
9419,"800 PRESTON AVE, Charlottesville VA"
9420,"1400 UNIVERSITY AVE, Charlottesville VA"
9421,"215 W WATER ST, Charlottesville VA"
9422,"160 PEREGORY LN, Charlottesville VA"
9423,"160 PEREGORY LN, Charlottesville VA"
9424,"407 MOSELEY DR, Charlottesville VA"
9425,"261 COLONADE DR 29, Charlottesville VA"
9426,"2100 IVY RD, Charlottesville VA"
9427,"2100 IVY RD, Charlottesville VA"
9428,"2018 HOLIDAY DAY DR, Charlottesville VA"
9429,"1700 HYDRAULIC RD, Charlottesville VA"
9430,"1704 GORDON AVE 102, Charlottesville VA"
9431,"2000 BARRACKS, Charlottesville VA"
9432,"1500 CARLTON AVE, Charlottesville VA"
9433,"1500 CARLTON AVE, Charlottesville VA"
9434,"1500 CARLTON AVE, Charlottesville VA"
9435,"208 E MAIN ST, Charlottesville VA"
9436,"114 LANKFORD AVE, Charlottesville VA"
9437," MCCORMICK RD AT EMMET ST, Charlottesville VA"
9438," MCCORMICK RD AT EMMET ST, Charlottesville VA"
9439," MCCORMICK RD AT EMMET ST, Charlottesville VA"
9440," MCCORMICK RD AT EMMET ST, Charlottesville VA"
9441," MCCORMICK RD AT EMMET ST, Charlottesville VA"
9442,"1226 HOLMES AVE, Charlottesville VA"
9443,"208 E MAIN ST, Charlottesville VA"
9444,"57 BARDAY PLACE CT C, Charlottesville VA"
9445,"128 STRIBLING AVE B, Charlottesville VA"
9446,"606 E MARKET ST, Charlottesville VA"
9447,"930 S 1ST ST, Charlottesville VA"
9448,"160 PEREGORY LANE, Charlottesville VA"
9449,"160 PEREGORY LANE, Charlottesville VA"
9450,"315 E HIGH ST, Charlottesville VA"
9451,"315 E HIGH ST, Charlottesville VA"
9452,"2733 MCELROY DR, Charlottesville VA"
9453,"160 PEREGORY LANE, Charlottesville VA"
9454,"160 PEREGORY LN, Charlottesville VA"
9455,"200 W WATER ST, Charlottesville VA"
9456," AUGUSTA CO SHERIFF`S OFC, Charlottesville VA"
9457,"1106 MYRTLE ST, Charlottesville VA"
9458,"1106 MYRTLE ST, Charlottesville VA"
9459,"1106 MYRTLE ST, Charlottesville VA"
9460,"606 E MARKET ST, Charlottesville VA"
9461,"160 PEREGORY LN, Charlottesville VA"
9462,"160 PEREGORY LN, Charlottesville VA"
9463,"750 HARRIS ST, Charlottesville VA"
9464,"750 HARRIS ST, Charlottesville VA"
9465,"606 E MARKET ST, Charlottesville VA"
9466,"606 E MARKET ST, Charlottesville VA"
9467," UVA POLICE DEPT, Charlottesville VA"
9468," UVA POLICE DEPT, Charlottesville VA"
9469," UVA POLICE DEPT, Charlottesville VA"
9470," UVA POLICE DEPT, Charlottesville VA"
9471,"1015 E MARKET ST, Charlottesville VA"
9472,"1015 E MARKET ST, Charlottesville VA"
9473," NORFOLK POLICE DEPT, Charlottesville VA"
9474,"1517 ROSA TERRACE, Charlottesville VA"
9475,"834 MONTICELLO RD, Charlottesville VA"
9476,"606 E MARKET ST, Charlottesville VA"
9477,"114 LANKFORD AVE, Charlottesville VA"
9478,"415 AVON ST 2, Charlottesville VA"
9479,"1510 AVON ST, Charlottesville VA"
9480,"1510 AVON ST, Charlottesville VA"
9481,"3757 SNEARK HILL RD, Charlottesville VA"
9482," RICHMOND PD, Charlottesville VA"
9483," RICHMOND PD, Charlottesville VA"
9484," RICHMOND PD, Charlottesville VA"
9485," RICHMOND PD, Charlottesville VA"
9486,"1014 E MARKET ST, Charlottesville VA"
9487,"858 ST CHARLES AVE, Charlottesville VA"
9488,"1621 GROVE ST EXT, Charlottesville VA"
9489,"128 STRIBLING AVE B, Charlottesville VA"
9490,"128 STRIBLING AVE B, Charlottesville VA"
9491,"1100 CHERRY ST, Charlottesville VA"
9492,"860 ESTES ST, Charlottesville VA"
9493,"101 E MARKET ST, Charlottesville VA"
9494,"101 E MARKET ST, Charlottesville VA"
9495,"606 E MARKET ST, Charlottesville VA"
9496,"900 S 1ST ST, Charlottesville VA"
9497,"900 S 1ST ST, Charlottesville VA"
9498,"900 S 1ST ST, Charlottesville VA"
9499,"100 W WATER ST, Charlottesville VA"
9500,"100 W WATER ST, Charlottesville VA"
9501,"100 W WATER ST, Charlottesville VA"
9502,"3844 JESSI LANE, Charlottesville VA"
9503,"160 PEROGORY LANE, Charlottesville VA"
9504,
9505,"417 W MAIN ST, Charlottesville VA"
9506,"908 PAGE ST B, Charlottesville VA"
9507,"606 E MARKET ST, Charlottesville VA"
9508,"606 E MARKET ST, Charlottesville VA"
9509,"1145 5TH ST SW, Charlottesville VA"
9510,"160 PEREGORY LANE, Charlottesville VA"
9511,"606 E MARKET ST, Charlottesville VA"
9512,"1000 LOCUST AVE, Charlottesville VA"
9513,"160 PEREGORY LN, Charlottesville VA"
9514,"160 PEREGORY LN, Charlottesville VA"
9515,"1600 6TH ST SE, Charlottesville VA"
9516,"1600 6TH ST SE, Charlottesville VA"
9517,"100 E MAIN ST, Charlottesville VA"
9518,"160 PEREGORY LN, Charlottesville VA"
9519,"200 W MARKET ST, Charlottesville VA"
9520,"606 E MARKET ST, Charlottesville VA"
9521,"606 E MARKET ST, Charlottesville VA"
9522,"201 E MAIN ST, Charlottesville VA"
9523,"1100 PAGE ST, Charlottesville VA"
9524,"810 W MAIN ST, Charlottesville VA"
9525,"1427 UNIVERSITY AVE, Charlottesville VA"
9526,"600 MASON ST A2, Charlottesville VA"
9527,"606 E MARKET ST, Charlottesville VA"
9528,"606 E MARKET ST, Charlottesville VA"
9529,"510 1ST ST N, Charlottesville VA"
9530,"510 1ST ST N, Charlottesville VA"
9531,"510 1ST ST N, Charlottesville VA"
9532,"160 PEREGORY LN, Charlottesville VA"
9533,"160 PEREGORY LN, Charlottesville VA"
9534,"160 PEREGORY LN, Charlottesville VA"
9535,"836 HARDY DR C, Charlottesville VA"
9536,"500 GREENBRIER DR, Charlottesville VA"
9537,
9538,"416 4TH ST NW, Charlottesville VA"
9539,"606 E MARKET ST, Charlottesville VA"
9540,"606 E MARKET ST, Charlottesville VA"
9541,"212 RIDGE MCINTIRE RD, Charlottesville VA"
9542,"606 E MARKET ST, Charlottesville VA"
9543,"606 E MARKET ST, Charlottesville VA"
9544,"606 E MARKET ST, Charlottesville VA"
9545,"606 E MARKET ST, Charlottesville VA"
9546,"217 5TH ST SW, Charlottesville VA"
9547,"1600 AVON ST EXT, Charlottesville VA"
9548,"1600 AVON ST EXT, Charlottesville VA"
9549,"1600 AVON ST EXT, Charlottesville VA"
9550,"1600 AVON ST EXT, Charlottesville VA"
9551,"1600 AVON ST EXT, Charlottesville VA"
9552,"1600 AVON ST EXT, Charlottesville VA"
9553,"1600 AVON ST EXT, Charlottesville VA"
9554,"400 CHERRY AVE, Charlottesville VA"
9555,"160 PEREGORY LN, Charlottesville VA"
9556,"160 PEREGORY LN, Charlottesville VA"
9557,"101 E MARKET ST, Charlottesville VA"
9558,"101 E MARKET ST, Charlottesville VA"
9559,"500 W MAIN ST, Charlottesville VA"
9560,
9561,
9562,"1615 AVON ST, Charlottesville VA"
9563,"812 ORANGEDALE AVE, Charlottesville VA"
9564,"412 SEYMORE RD 5, Charlottesville VA"
9565,"212 E MAIN ST, Charlottesville VA"
9566,"212 E MAIN ST, Charlottesville VA"
9567,"212 E MAIN ST, Charlottesville VA"
9568,"300 CARLTON RD 6, Charlottesville VA"
9569,"300 CARLTON RD 6, Charlottesville VA"
9570,"700 6TH ST SE, Charlottesville VA"
9571,"700 6TH ST SE, Charlottesville VA"
9572,"700 6TH ST SE, Charlottesville VA"
9573,"700 6TH ST SE, Charlottesville VA"
9574,"700 6TH ST SE, Charlottesville VA"
9575,"700 6TH ST SE, Charlottesville VA"
9576,"700 6TH ST SE, Charlottesville VA"
9577," STAUNTON PD, Charlottesville VA"
9578,"1215 LEE ST, Charlottesville VA"
9579,"1215 LEE ST, Charlottesville VA"
9580,
9581,"1418 EMMET ST N, Charlottesville VA"
9582,"1418 EMMET ST N, Charlottesville VA"
9583,"1418 EMMET ST N, Charlottesville VA"
9584," GCSO, Charlottesville VA"
9585,"606 E MARKET ST, Charlottesville VA"
9586,"160 PEREGORY LN, Charlottesville VA"
9587,"160 PEREGORY LN, Charlottesville VA"
9588,"160 PEREGORY LN, Charlottesville VA"
9589,"315 E HIGH ST, Charlottesville VA"
9590,"200 WATER ST, Charlottesville VA"
9591,"200 WATER ST, Charlottesville VA"
9592,"411 E HIGH ST, Charlottesville VA"
9593,"1200 MONTICELLO RD, Charlottesville VA"
9594,"160 PEREGORY LANE, Charlottesville VA"
9595," AUGUSTA COUNTY SO, Charlottesville VA"
9596,"1610 AVON ST, Charlottesville VA"
9597,"475 RIDGE MCINTIRE, Charlottesville VA"
9598,"475 RIDGE MCINTIRE, Charlottesville VA"
9599,"475 RIDGE MCINTIRE, Charlottesville VA"
9600,"475 RIDGE MCINTIRE, Charlottesville VA"
9601,"475 RIDGE MCINTIRE RD, Charlottesville VA"
9602,"215 W WATER S, Charlottesville VA"
9603,"215 W WATER S, Charlottesville VA"
9604,"211 RIDGE ST, Charlottesville VA"
9605,"1118 PRESTON AVE, Charlottesville VA"
9606,"1118 PRESTON AVE, Charlottesville VA"
9607,"235 W MAIN ST, Charlottesville VA"
9608,"1100 5TH ST EXT, Charlottesville VA"
9609,"1100 5TH ST EXT, Charlottesville VA"
9610,"1100 5TH ST EXT, Charlottesville VA"
9611,"1100 5TH ST EXT, Charlottesville VA"
9612,"404 E MARKET ST, Charlottesville VA"
9613,"1625 MERIDIAN ST, Charlottesville VA"
9614,"1625 MERIDIAN ST, Charlottesville VA"
9615,"1625 MERIDIAN ST, Charlottesville VA"
9616,"801 E MARKET ST, Charlottesville VA"
9617,"160 PEREGORY LN, Charlottesville VA"
9618,
9619,"606 E MARKET ST, Charlottesville VA"
9620," BARRACKS RD, Charlottesville VA"
9621,
9622,
9623,"300 4TH ST NW, Charlottesville VA"
9624,"300 4TH ST NW, Charlottesville VA"
9625,"102 SHAMROCK RD, Charlottesville VA"
9626,"1904 EMMET ST N, Charlottesville VA"
9627,"1600 5TH ST, Charlottesville VA"
9628," ROANOKE PD, Charlottesville VA"
9629,"800 E MARKET ST, Charlottesville VA"
9630,"200 WATER ST, Charlottesville VA"
9631,"160 PEREGORY LN, Charlottesville VA"
9632,"100 E MAIN ST, Charlottesville VA"
9633,"400 W MAIN ST, Charlottesville VA"
9634,"611 7 1/2 ST SW, Charlottesville VA"
9635,"509 NASSAU ST, Charlottesville VA"
9636,"1610 AVON ST, Charlottesville VA"
9637,"123 CLEVELAND AVE, Charlottesville VA"
9638,
9639,"160 PEREGORY LN, Charlottesville VA"
9640,
9641,"36 EASTPOINTE RD, Charlottesville VA"
9642,"761 PROSPECT AVE A, Charlottesville VA"
9643,"1181 5TH ST SW, Charlottesville VA"
9644," STADIUM RD, Charlottesville VA"
9645,"1510 AVON ST EXT, Charlottesville VA"
9646,"315 E HIGH ST, Charlottesville VA"
9647,"1099 TOWNE LN, Charlottesville VA"
9648,
9649,
9650,"1215 LEE ST, Charlottesville VA"
9651,"1215 LEE ST, Charlottesville VA"
9652,"1215 LEE ST, Charlottesville VA"
9653,"1215 LEE ST, Charlottesville VA"
9654,"1215 LEE ST, Charlottesville VA"
9655,"1215 LEE ST, Charlottesville VA"
9656,
9657,
9658,"1200 CARLTON AVE, Charlottesville VA"
9659,
9660,"606 E MARKET ST, Charlottesville VA"
9661,"1400 14TH ST NW, Charlottesville VA"
9662,"1400 14TH ST NW, Charlottesville VA"
9663,"201 E MAIN ST, Charlottesville VA"
9664,"509 NASSAU ST, Charlottesville VA"
9665,"509 NASSAU ST, Charlottesville VA"
9666,"1815 STADIUM RD, Charlottesville VA"
9667,
9668,
9669,"1416 VINE ST, Charlottesville VA"
9670,"1416 VINE ST, Charlottesville VA"
9671,"1416 VINE ST, Charlottesville VA"
9672,"700 RIDGE ST, Charlottesville VA"
9673,"606 E MARKET ST, Charlottesville VA"
9674,"154 BRANDYWINE CT, Charlottesville VA"
9675,"1215 LEE ST, Charlottesville VA"
9676,"511 17TH ST NW, Charlottesville VA"
9677," PARK ST, Charlottesville VA"
9678,"1000 ALTAVISTA AVE, Charlottesville VA"
9679,"1003 PAIGE ST, Charlottesville VA"
9680,"112 W MARKET ST, Charlottesville VA"
9681,"602 9TH ST SW, Charlottesville VA"
9682,"750 HARRIS ST, Charlottesville VA"
9683,"1000 CHERRY AVE, Charlottesville VA"
9684,"400 W MAIN ST, Charlottesville VA"
9685,"606 E MARKET ST, Charlottesville VA"
9686,"606 E MARKET ST, Charlottesville VA"
9687,"906 1ST ST S A, Charlottesville VA"
9688,"606 E MARKET ST, Charlottesville VA"
9689,"606 E MARKET ST, Charlottesville VA"
9690,"1510 AVON ST, Charlottesville VA"
9691,"1510 AVON ST, Charlottesville VA"
9692,"1510 AVON ST, Charlottesville VA"
9693,"600 CHERRY AVE, Charlottesville VA"
9694,"709 PROSPECT AVE, Charlottesville VA"
9695,"709 PROSPECT AVE, Charlottesville VA"
9696,"709 PROSPECT AVE, Charlottesville VA"
9697,"709 PROSPECT AVE, Charlottesville VA"
9698,"709 PROSPECT AVE, Charlottesville VA"
9699,"200 E MARKET ST, Charlottesville VA"
9700,"606 E MARKET ST, Charlottesville VA"
9701,"606 E MARKET ST, Charlottesville VA"
9702,"817 HARDY DR C, Charlottesville VA"
9703,"817 HARDY DR C, Charlottesville VA"
9704,"817 HARDY DR C, Charlottesville VA"
9705,"606 E MARKET ST, Charlottesville VA"
9706,"1427 UNIVERSITY AVE, Charlottesville VA"
9707,"1427 UNIVERSITY AVE, Charlottesville VA"
9708,"1427 UNIVERSITY AVE, Charlottesville VA"
9709,"100 MONTICELLO AVE, Charlottesville VA"
9710,"200 2ND ST SE, Charlottesville VA"
9711,"100 10TH ST NW, Charlottesville VA"
9712,"100 10TH ST NW, Charlottesville VA"
9713,"167 CHANCELLOR ST, Charlottesville VA"
9714,"167 CHANCELLOR ST, Charlottesville VA"
9715,"167 CHANCELLOR ST, Charlottesville VA"
9716,"167 CHANCELLOR ST, Charlottesville VA"
9717,"500 RIDGE ST, Charlottesville VA"
9718,"800 NASSAU ST, Charlottesville VA"
9719,"800 NASSAU ST, Charlottesville VA"
9720,"2220 BURNETT ST, Charlottesville VA"
9721,"2220 BURNETT ST, Charlottesville VA"
9722,"606 E MARKET ST, Charlottesville VA"
9723,"606 E MARKET ST, Charlottesville VA"
9724,"2204 NORTH BERKSHIRE, Charlottesville VA"
9725,
9726,"756 ORANGEDALE AVE, Charlottesville VA"
9727,"756 ORANGEDALE AVE, Charlottesville VA"
9728,"1017 GROVE ST, Charlottesville VA"
9729,"1427 UNIVERSITY AVE, Charlottesville VA"
9730,"606 E MARKET ST, Charlottesville VA"
9731,"606 E MARKET ST, Charlottesville VA"
9732,"606 E MARKET ST, Charlottesville VA"
9733,"606 E MARKET ST, Charlottesville VA"
9734,"400 4TH ST NW, Charlottesville VA"
9735,"1610 AVON ST, Charlottesville VA"
9736,"700 E MARKET ST, Charlottesville VA"
9737,"606 E MARKET ST, Charlottesville VA"
9738,"600 6TH ST SE, Charlottesville VA"
9739,"901 RIVES ST, Charlottesville VA"
9740," ORANGE CO SHERIFF`S OFC, Charlottesville VA"
9741," ORANGE CO SHERIFF`S OFC, Charlottesville VA"
9742," ORANGE CO SHERIFF`S OFC, Charlottesville VA"
9743,"918 PRESTON AVE, Charlottesville VA"
9744,"160 PEREGORY LN, Charlottesville VA"
9745,"606 E MARKET ST, Charlottesville VA"
9746,"606 E MARKET ST, Charlottesville VA"
9747,"606 E MARKET ST, Charlottesville VA"
9748,"160 PEREGORY LN, Charlottesville VA"
9749,"606 E MARKET ST, Charlottesville VA"
9750,"1254 EMMET ST N, Charlottesville VA"
9751,"1600 MONTICELLO AVE, Charlottesville VA"
9752,"1600 MONTICELLO AVE, Charlottesville VA"
9753,"1000 EMMET ST, Charlottesville VA"
9754,"1000 EMMET ST, Charlottesville VA"
9755,"750 HARRIS ST 207, Charlottesville VA"
9756,"400 E HIGH ST, Charlottesville VA"
9757,"400 E HIGH ST, Charlottesville VA"
9758,"606 E MARKET ST, Charlottesville VA"
9759,"1 TH ST NW, Charlottesville VA"
9760,"1 TH ST NW, Charlottesville VA"
9761," SUSSEX JAIL, Charlottesville VA"
9762,"1328 RIVERDALE DR, Charlottesville VA"
9763,"500 SOUTH 1ST ST, Charlottesville VA"
9764,"1200 GORDON AVE, Charlottesville VA"
9765,"812 ORANGEDALE AVE, Charlottesville VA"
9766,"812 ORANGEDALE AVE, Charlottesville VA"
9767,"16 ELLIEWOOD AVE, Charlottesville VA"
9768,"524 VALLEY RD, Charlottesville VA"
9769,"400 RUGBY RD, Charlottesville VA"
9770,"20 ELLIEWOOD AVE, Charlottesville VA"
9771,"606 E MARKET ST, Charlottesville VA"
9772,"606 E MARKET ST, Charlottesville VA"
9773,"606 E MARKET ST, Charlottesville VA"
9774,"606 E MARKET ST, Charlottesville VA"
9775,"780 MADISON AVE, Charlottesville VA"
9776,"780 MADISON AVE, Charlottesville VA"
9777,"400 RUGBY RD, Charlottesville VA"
9778,"160 PEREGORY LN, Charlottesville VA"
9779,
9780,
9781,"1025 GROVE ST A, Charlottesville VA"
9782," ROCKBRIDGE CO SHERIFF`S OFC, Charlottesville VA"
9783,"617 RUGBY RD, Charlottesville VA"
9784,"617 RUGBY RD, Charlottesville VA"
9785,"617 RUGBY RD, Charlottesville VA"
9786,"100 PARK ST, Charlottesville VA"
9787,"900 PARK ST, Charlottesville VA"
9788,"606 E MARKET ST, Charlottesville VA"
9789,"600 MASON ST, Charlottesville VA"
9790,"1159 EMMET ST N, Charlottesville VA"
9791,"400 W MAIN ST, Charlottesville VA"
9792,
9793,"606 E MARKET ST, Charlottesville VA"
9794,
9795,"1800 MONTICELLO, Charlottesville VA"
9796," ORANGE COUNTY SO, Charlottesville VA"
9797," ORANGE COUNTY SO, Charlottesville VA"
9798,
9799,
9800,
